Item Name,Unit,Price,Quantity,Amount,Created
Basil Italian,kg,100,2,200,8-6-2023
Broccoli,kg,220,5,1100,8-6-2023
Capsicum Red,kg,220,3.5,770,8-6-2023
Capsicum Yellow,kg,220,3.5,770,8-6-2023
Lettuce,kg,180,5,900,8-6-2023
Lettuce Lolorosa Red,kg,220,3,660,8-6-2023
Pokchoy,kg,250,5,1250,8-6-2023
Rosemary,box,800,0.5,400,8-6-2023
Thyme,box,800,1,800,8-6-2023
Zucchini Green,kg,90,4,360,8-6-2023
Zuchchini Yellow,kg,90,4,360,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-6-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Dahi,jar,43,3,129,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-6-2023
Doozy Dahi,jar,43,6,258,8-6-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-6-2023
Doozy Dahi,jar,43,6,258,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,7,220.5,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-6-2023
Doozy Farms Paneer,pkt,80.5,15,1207.5,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-6-2023
Doozy Dahi,jar,43,4,172,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,4,170,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,10,315,8-6-2023
Doozy Cow Desi Ghee 500Ml,jar,490,1,490,8-6-2023
Doozy Dahi,jar,43,10,430,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-6-2023
Doozy Farms Paneer,pkt,80.5,5,402.5,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Dahi,jar,43,5,215,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,7,297.5,8-6-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-6-2023
,,31.5,,0,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Dahi,jar,43,4,172,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-6-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-6-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-6-2023
Doozy Dahi,jar,43,6,258,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-6-2023
Doozy Farms Paneer,pkt,80.5,10,805,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-6-2023
Doozy Farms Paneer,pkt,80.5,5,402.5,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-6-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Dahi,jar,43,5,215,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,7,297.5,8-6-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-6-2023
Doozy Cow Desi Ghee 500Ml,jar,490,4,1960,8-6-2023
Doozy Dahi,jar,43,4,172,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-6-2023
Doozy Farms Paneer,pkt,80.5,8,644,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Dahi,jar,43,4,172,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-6-2023
Doozy Farms Paneer,pkt,80.5,8,644,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,4,170,8-6-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Dahi,jar,43,5,215,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,7,297.5,8-6-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Dahi,jar,43,5,215,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-6-2023
Doozy Farms Paneer,pkt,80.5,7,563.5,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,4,170,8-6-2023
Doozy Farms Paneer,pkt,80.5,10,805,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Dahi,jar,43,4,172,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-6-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-6-2023
Dairy Naturals Cow Milk,pkt,32,6,192,8-6-2023
Doozy Dahi,jar,45,6,270,8-6-2023
Doozy Desi Cow Milk,pkt,43,6,258,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Dahi,jar,43,4,172,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-6-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-6-2023
Doozy Dahi,jar,43,4,172,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,4,170,8-6-2023
Doozy Farms Paneer,pkt,80.5,10,805,8-6-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-6-2023
Doozy Dahi,jar,43,4,172,8-6-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-6-2023
Doozy Farms Paneer,pkt,80.5,15,1207.5,8-6-2023
Broccoli,kg,220,10,2200,8-7-2023
Cabbage Chinese,kg,160,4,640,8-7-2023
Lemon Leaves,kg,1100,0.5,550,8-7-2023
Parsley,box,200,2,400,8-7-2023
Pokchoy,kg,250,4,1000,8-7-2023
Spring Onion,kg,160,1,160,8-7-2023
Thai Ginger,kg,600,2,1200,8-7-2023
Tomato Red Cherry,box,250,1,250,8-7-2023
Zucchini Green,kg,90,5,450,8-7-2023
Zuchchini Yellow,kg,100,5,500,8-7-2023
Amla,kg,120,3,360,8-7-2023
Green Peas,kg,160,10,1600,8-7-2023
Broccoli,kg,200,5,1000,8-7-2023
Papaya,kg,47,20,940,8-7-2023
Chilli Green,kg,90,6,540,8-7-2023
Parsley,box,160,1,160,8-7-2023
Lettuce Lolorosa Red,kg,160,3,480,8-7-2023
Zuchchini Yellow,kg,110,5,550,8-7-2023
Mango Chousa,kg,100,30,3000,8-7-2023
Brinjal Black Long,kg,50,5,250,8-7-2023
Cauliflower,kg,96,12.5,1200,8-7-2023
Mint,pkt,110,3,330,8-7-2023
Mushroom,box,25.74,101,2599.74,8-7-2023
Capsicum Green,kg,100,15,1500,8-7-2023
Onion,kg,22,50,1100,8-7-2023
Shelled Sweetcorn,packet,16,10,160,8-7-2023
Radish White,kg,40,3,120,8-7-2023
Peeled Garlic,kg,130,5,650,8-7-2023
Cabbage Green,kg,40,20,800,8-7-2023
Cucumber White,kg,60,20,1200,8-7-2023
Water Melon Red,kg,52.5,64,3360,8-7-2023
Bottle Gourd,kg,40,10,400,8-7-2023
Pomegranate,kg,135,20,2700,8-7-2023
Coriander,kg,100,5,500,8-7-2023
Mango Langda,kg,108.8,25,2720,8-7-2023
Carrot Delhi,kg,50,10,500,8-7-2023
Capsicum Red,kg,220,6,1320,8-7-2023
Orange Valencia,kg,146.67,15,2200.05,8-7-2023
Apple Chinese Fuji,kg,260,10,2600,8-7-2023
Pumpkin,kg,50,30,1500,8-7-2023
Zucchini Green,kg,110,5,550,8-7-2023
Ginger,kg,200,5,1000,8-7-2023
Palak,kg,50,15,750,8-7-2023
Capsicum Yellow,kg,220,4,880,8-7-2023
Bitter Gourd,kg,50,10,500,8-7-2023
Lemon,kg,60,25,1500,8-7-2023
Tendor Coconut,pc,52.5,20,1050,8-7-2023
Mini Orange,kg,170,10,1700,8-7-2023
Banana Normal,pc,5.8,24,139.2,8-7-2023
Sun Melon,kg,43.55,16,696.8,8-7-2023
Tomato Himsona,kg,153.33,75,11499.75,8-7-2023
Imported Babugosha,kg,240,12.5,3000,8-7-2023
Pineapple Rani,pc,85,20,1700,8-7-2023
Pineapple Raja,pc,58.33,12,699.96,8-7-2023
Rocket Leaf,box,777.78,0.9,700.002,8-7-2023
Potato Phadi,kg,26,50,1300,8-7-2023
White Petha,kg,30,12,360,8-7-2023
AMERICAN CORN FROZEN,pkt,65,5,325,8-7-2023
Indian Nashpati,kg,113.82,12.3,1399.986,8-7-2023
BANANA LEAVES,EA,10,10,100,8-7-2023
Green Peas,kg,180,10,1800,8-8-2023
Broccoli,kg,200,9,1800,8-8-2023
Ridge Gourd,kg,45,15,675,8-8-2023
Papaya,kg,45,15,675,8-8-2023
Chilli Green,kg,80,5,400,8-8-2023
Beans French,kg,100,10,1000,8-8-2023
Brinjal Black Big,kg,51.37,14.6,750.002,8-8-2023
Brinjal Black Round,kg,50,10,500,8-8-2023
Potato,kg,18,50,900,8-8-2023
Zuchchini Yellow,kg,100,5,500,8-8-2023
Mango Chousa,kg,150,30,4500,8-8-2023
Brinjal Black Long,kg,43,10,430,8-8-2023
Red Globe,kg,223.08,13,2900.04,8-8-2023
Cauliflower,kg,90,10,900,8-8-2023
Mint,pkt,80,3,240,8-8-2023
Mushroom,box,26,110,2860,8-8-2023
Spring Onion,kg,120,3,360,8-8-2023
Apple Himachal,kg,106.98,21.5,2300.07,8-8-2023
Capsicum Green,kg,100,20,2000,8-8-2023
Onion,kg,23,100,2300,8-8-2023
Pokchoy,kg,190,3,570,8-8-2023
Iceberg,kg,120,3,360,8-8-2023
Arbi,kg,50,5,250,8-8-2023
Cucumber Local,kg,35,10,350,8-8-2023
Celery,kg,90,1,90,8-8-2023
Radish White,kg,50,10,500,8-8-2023
Peeled Garlic,kg,130,5,650,8-8-2023
Sprouts Chana,box,16,10,160,8-8-2023
Cabbage Green,kg,40,5,200,8-8-2023
Cucumber White,kg,50,20,1000,8-8-2023
Beet Root,kg,45,10,450,8-8-2023
Thai Ginger,kg,450,1,450,8-8-2023
Babycorn,packet,40,10,400,8-8-2023
Water Melon Red,kg,47.12,36.5,1719.88,8-8-2023
Bottle Gourd,kg,40,10,400,8-8-2023
Pomegranate,kg,144.44,9,1299.96,8-8-2023
Coriander,kg,80,5,400,8-8-2023
Carrot Delhi,kg,35,10,350,8-8-2023
Bhindi,kg,50,5,250,8-8-2023
Asparagus,kg,1032.61,2.3,2375.003,8-8-2023
Tomato Red Cherry,box,300,1,300,8-8-2023
Valencia Orange,nos,155.17,14.5,2249.965,8-8-2023
Brinjal Green Long,kg,50,10,500,8-8-2023
Tomato Local,kg,120,25,3000,8-8-2023
Pumpkin,kg,40,9.6,384,8-8-2023
Zucchini Green,kg,100,5,500,8-8-2023
Ginger,kg,120,5,600,8-8-2023
Cabbage Red,kg,65,2,130,8-8-2023
Palak,kg,50,15,750,8-8-2023
Capsicum Yellow,kg,240,5,1200,8-8-2023
Garlic,kg,160,11.5,1840,8-8-2023
Bitter Gourd,kg,40,10,400,8-8-2023
Lemon,kg,65,25,1625,8-8-2023
Tendor Coconut,pc,45,40,1800,8-8-2023
Banana Normal,pc,5.33,15,79.95,8-8-2023
Tomato Himsona,kg,160,25,4000,8-8-2023
Thai Guava,kg,137.5,16,2200,8-8-2023
Round Gourd,kg,35,10,350,8-8-2023
Local Guava,kg,60.13,32,1924.16,8-8-2023
Pineapple Rani,pc,75,30,2250,8-8-2023
Imported Plum Red,kg,264.15,5.3,1399.995,8-8-2023
Potato Phadi,kg,26,50,1300,8-8-2023
Himachal Red Pear,kg,100,24,2400,8-8-2023
Baby Onion,kg,30,10,300,8-8-2023
Himachal Royal Apple,kg,130.77,13,1700.01,8-8-2023
AMERICAN CORN FROZEN,pkt,65,5,325,8-8-2023
CHINES GARLIC,kg,200,10,2000,8-8-2023
LEMON GREEN,kg,40,2,80,8-8-2023
GREEN PEAS FROZEN,kg,64,5,320,8-8-2023
BANANA LEAVES,EA,20,10,200,8-8-2023
Basil Italian,kg,100,2,200,8-8-2023
Cabbage Red,kg,120,6,720,8-8-2023
Capsicum Red,kg,280,5,1400,8-8-2023
Capsicum Yellow,kg,280,5,1400,8-8-2023
Celery,kg,120,5,600,8-8-2023
FRESH CHIVES,kg,400,2.5,1000,8-8-2023
Leeks,kg,80,0.9,72,8-8-2023
Pokchoy,kg,250,1,250,8-8-2023
Spring Onion,kg,160,5,800,8-8-2023
Zucchini Green,kg,80,6,480,8-8-2023
Zuchchini Yellow,kg,120,6,720,8-8-2023
Happy Banana,kg,60,15,900,8-8-2023
Happy Banana,kg,60,15,900,8-8-2023
Happy Banana,kg,60,15,900,8-8-2023
Happy Banana,kg,60,15,900,8-8-2023
Happy Banana,kg,60,15,900,8-8-2023
Happy Banana,kg,60,30,1800,8-8-2023
Happy Banana,kg,60,15,900,8-8-2023
Happy Banana,kg,60,15,900,8-8-2023
Lemongrass,kg,120,4,480,8-8-2023
Happy Banana,kg,60,15,900,8-8-2023
Happy Banana,kg,60,15,900,8-8-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-8-2023
Doozy Dahi,jar,43,4,172,8-8-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-8-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-8-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-8-2023
Doozy Dahi,jar,43,4,172,8-8-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-8-2023
Doozy Farms Paneer,pkt,80.5,8,644,8-8-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-8-2023
Doozy Desi Cow Milk,pkt,42.5,4,170,8-8-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-8-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-8-2023
Doozy Dahi,jar,43,5,215,8-8-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-8-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-8-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-8-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-8-2023
Doozy Farms Paneer,pkt,80.5,6,483,8-8-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-8-2023
Doozy Dahi,jar,43,4,172,8-8-2023
Doozy Desi Cow Milk,pkt,42.5,4,170,8-8-2023
Doozy Farms Paneer,pkt,80.5,10,805,8-8-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-8-2023
Doozy Desi Cow Milk,pkt,42.5,4,170,8-8-2023
GARLIC &amp; HERBS BUTTER,jar,143,6,858,8-8-2023
Dairy Naturals Cow Milk,pkt,31.5,8,252,8-8-2023
Doozy Cow Desi Ghee 500Ml,jar,490,2,980,8-8-2023
Doozy Dahi,jar,43,5,215,8-8-2023
Doozy Desi Cow Milk,pkt,42.5,8,340,8-8-2023
Doozy Farms Paneer,pkt,80.5,8,644,8-8-2023
GARLIC &amp; HERBS BUTTER,jar,143,6,858,8-8-2023
Dairy Naturals Cow Milk,pkt,31.5,9,283.5,8-8-2023
Doozy Dahi,jar,43,5,215,8-8-2023
Doozy Desi Cow Milk,pkt,42.5,10,425,8-8-2023
Doozy Farms Paneer,pkt,80.5,8,644,8-8-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-8-2023
Doozy Dahi,jar,43,6,258,8-8-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-8-2023
Doozy Farms Paneer,pkt,80.5,12,966,8-8-2023
Amla,kg,120,5,600,8-9-2023
Ridge Gourd,kg,40,5,200,8-9-2023
Papaya,kg,47,20,940,8-9-2023
Chilli Green,kg,80,5,400,8-9-2023
Parsley,box,160,1,160,8-9-2023
Beans French,kg,100,10,1000,8-9-2023
Brinjal Black Big,kg,50,10,500,8-9-2023
Brinjal Black Round,kg,26.67,15,400.05,8-9-2023
Potato,kg,18,50,900,8-9-2023
Zuchchini Yellow,kg,120,5,600,8-9-2023
Sweet Potato,kg,100,10,1000,8-9-2023
Cauliflower,kg,100,20,2000,8-9-2023
Mint,pkt,120,3,360,8-9-2023
Dragon Fruit,pc,42.5,20,850,8-9-2023
Mushroom,box,27.83,115,3200.45,8-9-2023
Thomson Grapes,kg,260,5,1300,8-9-2023
Capsicum Green,kg,90,30,2700,8-9-2023
Onion,kg,18,53,954,8-9-2023
Iceberg,kg,160,5,800,8-9-2023
Arbi,kg,50,5,250,8-9-2023
Cucumber Local,kg,19.8,100,1980,8-9-2023
Radish White,kg,50,20,1000,8-9-2023
Peeled Garlic,kg,120,5,600,8-9-2023
Sprouts Chana,box,16,10,160,8-9-2023
Cabbage Green,kg,40,15,600,8-9-2023
Cucumber White,kg,45.71,140,6399.4,8-9-2023
Beet Root,kg,40,5,200,8-9-2023
Thai Ginger,kg,450,1,450,8-9-2023
Onion White,kg,110,10,1100,8-9-2023
Babycorn,packet,40,5,200,8-9-2023
Water Melon Red,kg,45.71,35,1599.85,8-9-2023
Bottle Gourd,kg,28,40,1120,8-9-2023
Coriander,kg,100,5,500,8-9-2023
Basil Italian,kg,140,1,140,8-9-2023
Carrot Delhi,kg,35,10,350,8-9-2023
Bhindi,kg,36,25,900,8-9-2023
Tomato Red Cherry,box,300,1,300,8-9-2023
Tomato Local,kg,125,24,3000,8-9-2023
Orange Valencia,kg,150,30,4500,8-9-2023
Zucchini Green,kg,100,5,500,8-9-2023
Ginger,kg,140,5,700,8-9-2023
Mosambi,kg,40.61,19.7,800.017,8-9-2023
Palak,kg,50,20,1000,8-9-2023
Capsicum Yellow,kg,280,3,840,8-9-2023
Bitter Gourd,kg,38,32,1216,8-9-2023
Lemon,kg,60,20,1200,8-9-2023
Tendor Coconut,pc,51.67,60,3100.2,8-9-2023
Banana Normal,pc,5.83,12,69.96,8-9-2023
Tomato Himsona,kg,125,56,7000,8-9-2023
Thai Guava,kg,110,10,1100,8-9-2023
Round Gourd,kg,32,40,1280,8-9-2023
Pineapple Rani,pc,75,20,1500,8-9-2023
Pineapple Raja,pc,66.67,12,800.04,8-9-2023
Afghan Cherry,box,350,4,1400,8-9-2023
Afghan Apricot,box,125,8,1000,8-9-2023
Potato Phadi,kg,28.88,58,1675.04,8-9-2023
Americian Corn Bhutta,No,8,50,400,8-9-2023
White Petha,kg,30,10,300,8-9-2023
Lotus Stem,kg,150,20,3000,8-9-2023
Kiwi Local,pc,26.67,30,800.1,8-9-2023
Black Grapes,kg,320,5,1600,8-9-2023
Cabbage Chinese,kg,140,3,420,8-10-2023
Capsicum Red,kg,280,8,2240,8-10-2023
Celery,kg,180,4,720,8-10-2023
FRESH CHIVES,kg,400,1.6,640,8-10-2023
Iceberg,kg,80,10,800,8-10-2023
Lettuce,kg,280,2,560,8-10-2023
Pokchoy,kg,250,3,750,8-10-2023
Snow Peas,kg,1400,1,1400,8-10-2023
Zuchchini Yellow,kg,100,3,300,8-10-2023
Basil,box,80,2,160,8-10-2023
Broccoli,kg,100,12,1200,8-10-2023
Capsicum Red,kg,280,7,1960,8-10-2023
Lemongrass,kg,100,1,100,8-10-2023
Lettuce,kg,280,2,560,8-10-2023
Lettuce Lolorosa Red,kg,120,2,240,8-10-2023
Spring Onion,kg,160,1.5,240,8-10-2023
Zucchini Green,kg,80,8.5,680,8-10-2023
Zuchchini Yellow,kg,120,7,840,8-10-2023
Green Peas,kg,80,15,1200,8-10-2023
Broccoli,kg,150,10,1500,8-10-2023
Ridge Gourd,kg,60,5,300,8-10-2023
Apple Royal Gala,kg,276.47,17,4699.99,8-10-2023
Chilli Green,kg,80,5,400,8-10-2023
Beans French,kg,80,10,800,8-10-2023
Brinjal Black Big,kg,40,5,200,8-10-2023
Potato,kg,15,100,1500,8-10-2023
Mango Chousa,kg,118.24,38,4493.12,8-10-2023
Cauliflower,kg,100,20,2000,8-10-2023
Mint,pkt,110,3,330,8-10-2023
Dragon Fruit,pc,42.5,20,850,8-10-2023
Mushroom,box,25,45,1125,8-10-2023
Capsicum Green,kg,80,15,1200,8-10-2023
Onion,kg,24,50,1200,8-10-2023
Iceberg,kg,130,5,650,8-10-2023
Blueberry,box,241.67,12,2900.04,8-10-2023
Radish White,kg,50,5,250,8-10-2023
Peeled Garlic,kg,130,2,260,8-10-2023
Sprouts Chana,box,16,20,320,8-10-2023
Cucumber White,kg,50,15,750,8-10-2023
Beet Root,kg,40,5,200,8-10-2023
Thai Ginger,kg,450,1,450,8-10-2023
Chilli Red,kg,50,1,50,8-10-2023
Babycorn,packet,40,15,600,8-10-2023
Water Melon Red,kg,43.48,92,4000.16,8-10-2023
Pomegranate,kg,135,20,2700,8-10-2023
Coriander,kg,80,5,400,8-10-2023
Mango Langda,kg,127.27,33,4199.91,8-10-2023
Basil Italian,kg,160,1,160,8-10-2023
Carrot Delhi,kg,30,20,600,8-10-2023
Asparagus,kg,950,2.5,2375,8-10-2023
Capsicum Red,kg,280,5,1400,8-10-2023
Valencia Orange,nos,151.72,29,4399.88,8-10-2023
Tomato Local,kg,112,25,2800,8-10-2023
Apple Chinese Fuji,kg,266.3,18.4,4899.92,8-10-2023
Pumpkin,kg,40,10,400,8-10-2023
Ginger,kg,160,10,1600,8-10-2023
Apple Red Delicious,kg,231.58,19,4400.02,8-10-2023
Palak,kg,50,20,1000,8-10-2023
Lemon,kg,63.33,15,949.95,8-10-2023
Tendor Coconut,pc,45,20,900,8-10-2023
Mini Orange,kg,188.24,8.5,1600.04,8-10-2023
Sun Melon,kg,37.5,16,600,8-10-2023
Tomato Himsona,kg,128,50,6400,8-10-2023
Grape Fruit,kg,258.33,12,3099.96,8-10-2023
Round Gourd,kg,35,10,350,8-10-2023
Zespri Kiwi Gold 3Pcs,box,200,12,2400,8-10-2023
Pineapple Rani,pc,75,20,1500,8-10-2023
Pineapple Raja,pc,66.67,12,800.04,8-10-2023
Afghan Cherry,box,300,12,3600,8-10-2023
Imported Plum Red,kg,350,4,1400,8-10-2023
Himachal Red Pear,kg,143.86,28.5,4100.01,8-10-2023
Jacks Fruit,kg,49.6,12.5,620,8-10-2023
Black Grapes,kg,150,10,1500,8-10-2023
AMERICAN CORN FROZEN,pkt,65,2,130,8-10-2023
GREEN PEAS FROZEN,kg,65,2,130,8-10-2023
BANANA LEAVES,EA,20,10,200,8-10-2023
Dairy Naturals Cow Milk,pkt,31.5,4,126,8-10-2023
Doozy Dahi,jar,43,4,172,8-10-2023
Doozy Desi Cow Milk,pkt,42.5,4,170,8-10-2023
Doozy Farms Paneer,pkt,80.5,10,805,8-10-2023
Dairy Naturals Cow Milk,pkt,31.5,10,315,8-10-2023
Doozy Desi Cow Milk,pkt,42.5,20,850,8-10-2023
Doozy Farms Paneer,pkt,80.5,8,644,8-10-2023
Dairy Naturals Cow Milk,pkt,31.5,10,315,8-10-2023
Doozy Cow Desi Ghee 500Ml,jar,490,2,980,8-10-2023
Doozy Dahi,jar,43,6,258,8-10-2023
Doozy Desi Cow Milk,pkt,42.5,19,807.5,8-10-2023
Doozy Farms Paneer,pkt,80.5,20,1610,8-10-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-10-2023
Doozy Desi Cow Milk,pkt,42.5,6,255,8-10-2023
Doozy Farms Paneer,pkt,80.5,10,805,8-10-2023
Dairy Naturals Cow Milk,pkt,31.5,6,189,8-10-2023
Doozy Dahi,jar,43,4,172,8-10-2023
Doozy Desi Cow Milk,pkt,42.5,5,212.5,8-10-2023
Doozy Farms Paneer,pkt,80.5,4,322,8-10-2023
Dairy Naturals Cow Milk,pkt,31.5,15,472.5,8-10-2023
Doozy Desi Cow Milk,pkt,42.5,10,425,8-10-2023
Happy Banana,kg,60,30,1800,8-10-2023
Happy Banana,kg,60,30,1800,8-10-2023
Happy Banana,kg,60,15,900,8-10-2023
Happy Banana,kg,60,15,900,8-10-2023
Green Peas,kg,160,10,1600,8-11-2023
Ridge Gourd,kg,40,10,400,8-11-2023
Papaya,kg,44,25,1100,8-11-2023
Chilli Green,kg,80,7,560,8-11-2023
Beans French,kg,90,10,900,8-11-2023
Brinjal Black Big,kg,40,7,280,8-11-2023
Brinjal Black Round,kg,40,10,400,8-11-2023
Cauliflower,kg,100,20,2000,8-11-2023
Mint,pkt,100,3,300,8-11-2023
Mushroom,box,25,130,3250,8-11-2023
Capsicum Green,kg,80,20,1600,8-11-2023
Onion,kg,25,50,1250,8-11-2023
Arbi,kg,50,10,500,8-11-2023
Cucumber Local,kg,34.67,15,520.05,8-11-2023
Radish White,kg,50,15,750,8-11-2023
Cucumber White,kg,50,30,1500,8-11-2023
Beet Root,kg,40,7,280,8-11-2023
Bottle Gourd,kg,40,5,200,8-11-2023
Carrot Delhi,kg,40,15,600,8-11-2023
Bhindi,kg,40,15,600,8-11-2023
Brinjal Green Long,kg,60,5,300,8-11-2023
Tomato Local,kg,100,50,5000,8-11-2023
Ginger,kg,150,7,1050,8-11-2023
Palak,kg,50,25,1250,8-11-2023
Lemon,kg,65,25,1625,8-11-2023
Tendor Coconut,pc,52.5,40,2100,8-11-2023
Banana Normal,pc,5.83,24,139.92,8-11-2023
Tomato Himsona,kg,120,25,3000,8-11-2023
Round Gourd,kg,40,5,200,8-11-2023
White Petha,kg,30,13,390,8-11-2023
AMERICAN CORN FROZEN,pkt,70,1,70,8-11-2023
Broccoli,kg,150,10,1500,8-11-2023
Potato Baby,kg,30,10,300,8-11-2023
Papaya,kg,47,10,470,8-11-2023
Potato,kg,20,20,400,8-11-2023
Mango Chousa,kg,150,10,1500,8-11-2023
Red Globe,kg,219.7,6.6,1450.02,8-11-2023
Dragon Fruit,pc,45,20,900,8-11-2023
Spring Onion,kg,130,3,390,8-11-2023
Iceberg,kg,120,30,3600,8-11-2023
Shelled Sweetcorn,packet,16,5,80,8-11-2023
Blueberry,box,175,12,2100,8-11-2023
Peeled Garlic,kg,104,5,520,8-11-2023
Sprouts Chana,box,16,10,160,8-11-2023
Onion White,kg,275,4,1100,8-11-2023
Babycorn,packet,40,10,400,8-11-2023
Water Melon Red,kg,50,72,3600,8-11-2023
Pomegranate,kg,135,20,2700,8-11-2023
Coriander,kg,100,7,700,8-11-2023
Asparagus,kg,950,2,1900,8-11-2023
Tomato Red Cherry,box,300,1,300,8-11-2023
Capsicum Red,kg,400,5,2000,8-11-2023
Orange Valencia,kg,151.72,29,4399.88,8-11-2023
Mosambi,kg,41.03,39,1600.17,8-11-2023
Apple Red Delicious,kg,197.8,18.2,3599.96,8-11-2023
Capsicum Yellow,kg,400,5,2000,8-11-2023
Banana Normal,pc,5.83,24,139.92,8-11-2023
Sun Melon,kg,40,15,600,8-11-2023
Zespri Kiwi Gold 3Pcs,box,200,12,2400,8-11-2023
Pineapple Rani,pc,75,30,2250,8-11-2023
Pineapple Raja,pc,62.5,12,750,8-11-2023
Afghan Cherry,box,137.5,8,1100,8-11-2023
Imported Plum Red,kg,264.15,5.3,1399.995,8-11-2023
Afghan Apricot,box,325,8,2600,8-11-2023
Lotus Stem,kg,110,7,770,8-11-2023
Baby Onion,kg,30,10,300,8-11-2023
South Pear,kg,322.58,24.8,7999.984,8-11-2023
Lemon Leaves,kg,1000,0.5,500,8-11-2023
Australian avocado,No,96.15,26,2499.9,8-11-2023
